,Age,Income_Monthly,Credit_Score,Debt_to_Income_Ratio,Experience_Years,Existing_Loans_Count,Savings_Balance,Missed_Payments_Last_Year,Default_Status,Debt_Stress_Index,Monthly_Debt_Amount
4228,41,5928,785,0.17,21,0,67773,1,0,133.45000000000002,1007.7600000000001
4229,40,4803,304,0.51,5,1,122443,0,0,155.04,2449.53
4230,56,11301,596,0.51,19,2,90144,0,0,303.96,5763.51
4231,25,8558,659,0.39,20,0,54200,0,0,257.01,3337.62
4232,26,12218,416,0.48,9,2,81256,0,1,199.68,5864.639999999999
4233,22,2393,656,0.19,18,0,80459,0,0,124.64,454.67
4234,25,8839,738,0.18,34,3,102269,0,0,132.84,1591.02
4235,33,11035,630,0.53,25,3,120236,0,0,333.90000000000003,5848.55
4236,48,11716,824,0.35,6,1,102900,0,0,288.4,4100.599999999999
4237,63,10795,487,0.22,36,4,119240,0,0,107.14,2374.9
4238,44,2581,580,0.44,7,4,100950,2,0,255.2,1135.64
4239,46,12131,810,0.55,4,2,90330,3,1,445.50000000000006,6672.05
4240,42,2132,765,0.42,35,0,72850,0,0,321.3,895.4399999999999
4241,45,4838,414,0.27,27,3,144482,2,0,111.78,1306.26
4242,46,5385,535,0.34,2,4,100799,0,0,181.9,1830.9
4243,53,5770,637,0.48,38,3,89691,2,1,305.76,2769.6
4244,53,4268,821,0.13,7,2,132874,0,0,106.73,554.84
4245,26,2975,498,0.21,14,2,57973,0,0,104.58,624.75
4246,57,9605,349,0.33,26,0,14637,1,1,115.17,3169.65
4247,63,9213,441,0.4,35,4,81528,2,1,176.4,3685.2000000000003
4248,63,12005,827,0.27,15,2,28644,0,0,223.29000000000002,3241.3500000000004
4249,60,13455,813,0.25,25,2,65649,0,0,203.25,3363.75
4250,37,11735,329,0.12,3,3,121975,2,0,39.48,1408.2
4251,54,4835,381,0.12,11,1,52055,0,0,45.72,580.1999999999999
4252,42,4738,330,0.24,16,4,110124,3,0,79.2,1137.12
4253,30,11549,632,0.37,25,0,2269,1,0,233.84,4273.13
4254,27,6134,476,0.38,30,0,110164,1,0,180.88,2330.92
4255,56,11508,669,0.35,14,3,10523,0,0,234.14999999999998,4027.7999999999997
4256,60,8833,846,0.3,33,0,94088,0,0,253.79999999999998,2649.9
4257,43,10353,834,0.23,28,2,8117,0,0,191.82000000000002,2381.19
4258,62,3909,405,0.3,8,4,33048,2,1,121.5,1172.7
4259,26,11319,396,0.17,13,0,91629,1,1,67.32000000000001,1924.2300000000002
4260,63,14062,529,0.16,35,4,101868,0,0,84.64,2249.92
4261,44,11850,526,0.25,3,0,77247,1,0,131.5,2962.5
4262,38,13317,670,0.6,37,1,32319,0,0,402.0,7990.2
4263,33,3963,399,0.26,36,1,115317,2,0,103.74000000000001,1030.38
4264,44,7153,744,0.57,23,4,79701,0,0,424.08,4077.2099999999996
4265,37,12481,767,0.3,16,1,100594,0,0,230.1,3744.2999999999997
4266,24,2966,354,0.32,12,1,109813,0,0,113.28,949.12
4267,51,2889,494,0.5,19,2,24969,0,1,247.0,1444.5
4268,43,5061,819,0.15,16,0,71264,3,0,122.85,759.15
4269,30,8461,723,0.19,26,1,29193,0,0,137.37,1607.59
4270,50,8166,614,0.59,32,4,117399,2,0,362.26,4817.94
4271,58,13821,427,0.35,20,2,69025,3,1,149.45,4837.349999999999
4272,44,8967,331,0.12,16,1,101467,0,0,39.72,1076.04
4273,34,13381,392,0.12,21,4,55653,2,1,47.04,1605.72
4274,53,12940,818,0.55,24,0,57379,0,0,449.90000000000003,7117.000000000001
4275,44,11858,557,0.54,2,1,35708,1,1,300.78000000000003,6403.320000000001
4276,38,13258,519,0.33,26,4,60940,0,0,171.27,4375.14
4277,61,10101,405,0.18,26,4,10870,3,1,72.89999999999999,1818.1799999999998
4278,42,9379,847,0.52,11,3,55561,0,0,440.44,4877.08
4279,23,11633,715,0.26,14,4,26727,2,0,185.9,3024.58
4280,58,9280,608,0.31,37,3,6246,0,0,188.48,2876.8
4281,27,3067,665,0.44,19,0,88581,0,0,292.6,1349.48
4282,39,6223,820,0.28,21,0,59853,0,0,229.60000000000002,1742.44
4283,51,13115,758,0.41,1,2,90580,0,0,310.78,5377.15
4284,43,14445,669,0.54,3,3,52179,0,1,361.26000000000005,7800.3
4285,54,14048,630,0.5,12,4,117181,2,0,315.0,7024.0
4286,51,11018,310,0.29,31,2,58174,0,0,89.89999999999999,3195.22
4287,38,6607,806,0.24,21,2,82916,3,0,193.44,1585.6799999999998
4288,64,5985,718,0.24,24,0,94871,2,0,172.32,1436.3999999999999
4289,53,12284,421,0.27,26,4,13422,0,0,113.67,3316.6800000000003
4290,63,5179,534,0.35,16,3,7847,0,0,186.89999999999998,1812.6499999999999
4291,35,6538,630,0.31,5,0,117168,2,0,195.3,2026.78
4292,31,14093,842,0.17,15,2,97848,0,0,143.14000000000001,2395.81
4293,57,4362,647,0.18,7,1,114802,0,0,116.46,785.16
4294,55,4224,711,0.27,32,2,58797,0,0,191.97,1140.48
4295,30,8371,523,0.38,9,1,36003,3,0,198.74,3180.98
4296,63,3726,452,0.4,33,0,42307,0,0,180.8,1490.4
4297,49,12198,511,0.34,18,3,112452,0,0,173.74,4147.320000000001
4298,32,7791,391,0.47,13,4,50912,0,1,183.76999999999998,3661.77
4299,35,10073,630,0.47,2,1,34631,0,0,296.09999999999997,4734.3099999999995
4300,60,10458,766,0.31,22,4,146585,0,0,237.46,3241.98
4301,40,9013,527,0.16,39,0,60132,2,0,84.32000000000001,1442.08
4302,36,2837,493,0.37,10,0,101158,0,0,182.41,1049.69
4303,49,6584,829,0.29,5,0,91140,1,1,240.41,1909.36
4304,45,14989,542,0.17,33,3,73737,0,0,92.14,2548.13
4305,29,2686,688,0.59,0,1,50678,0,0,405.91999999999996,1584.74
4306,64,13553,575,0.28,34,4,70844,0,0,161.00000000000003,3794.84
4307,30,2356,749,0.41,24,2,76061,1,0,307.09,965.9599999999999
4308,54,14007,777,0.35,28,0,28585,1,0,271.95,4902.45
4309,54,11063,779,0.17,22,4,98159,0,0,132.43,1880.71
4310,40,12165,587,0.13,17,4,144354,0,0,76.31,1581.45
4311,24,6647,839,0.41,13,3,14580,1,0,343.98999999999995,2725.27
4312,31,12002,629,0.22,16,1,63194,0,0,138.38,2640.44
4313,61,6418,769,0.22,1,3,101207,0,1,169.18,1411.96
4314,63,12833,833,0.58,30,3,104613,0,0,483.14,7443.139999999999
4315,22,12420,766,0.33,18,4,35161,0,0,252.78,4098.6
4316,50,8642,719,0.11,31,1,83645,0,0,79.09,950.62
4317,55,5391,421,0.27,27,1,15889,0,0,113.67,1455.5700000000002
4318,34,14370,607,0.39,7,1,120597,0,0,236.73000000000002,5604.3
4319,22,12542,633,0.26,39,0,98975,0,0,164.58,3260.92
4320,55,6357,719,0.11,38,1,26387,1,0,79.09,699.27
4321,50,6879,625,0.32,21,4,15114,0,0,200.0,2201.28
4322,34,7319,549,0.15,23,0,139746,0,0,82.35,1097.85
4323,50,4739,394,0.41,37,2,17567,0,0,161.54,1942.9899999999998
4324,60,12922,595,0.41,1,3,87550,1,0,243.95,5298.0199999999995
4325,45,11510,483,0.12,18,1,77997,0,0,57.96,1381.2
4326,47,11727,559,0.25,1,2,120218,1,0,139.75,2931.75
4327,38,6784,485,0.31,27,1,85517,0,0,150.35,2103.04
4328,28,12635,708,0.38,31,3,21980,2,0,269.04,4801.3
4329,34,11964,368,0.25,18,4,119718,0,0,92.0,2991.0
4330,26,13401,307,0.24,15,4,52646,0,0,73.67999999999999,3216.24
4331,47,2877,564,0.59,29,3,124183,1,0,332.76,1697.4299999999998
4332,24,4870,783,0.12,21,2,115561,0,0,93.96,584.4
4333,28,13392,670,0.59,13,0,44116,1,1,395.29999999999995,7901.28
4334,60,14336,382,0.12,0,0,26079,0,1,45.839999999999996,1720.32
4335,22,13939,510,0.24,1,1,61616,0,0,122.39999999999999,3345.3599999999997
4336,38,13028,612,0.35,21,3,48841,1,0,214.2,4559.799999999999
4337,64,2292,636,0.17,32,3,57233,1,0,108.12,389.64000000000004
4338,46,11843,789,0.17,14,0,13460,1,0,134.13,2013.3100000000002
4339,24,14823,702,0.23,21,2,67039,0,0,161.46,3409.29
4340,36,14598,490,0.59,39,3,36188,3,1,289.09999999999997,8612.82
4341,50,10728,634,0.29,38,4,80418,0,0,183.85999999999999,3111.12
4342,64,4686,821,0.38,10,4,145192,0,0,311.98,1780.68
4343,53,2233,386,0.45,3,3,138592,0,0,173.70000000000002,1004.85
4344,47,12844,361,0.47,6,2,89159,3,1,169.67,6036.679999999999
4345,37,4374,686,0.44,20,4,33737,0,0,301.84,1924.56
4346,46,4272,445,0.27,6,2,31553,1,1,120.15,1153.44
4347,49,2966,452,0.16,3,0,140447,0,0,72.32000000000001,474.56
4348,30,2889,648,0.24,11,1,91437,0,0,155.51999999999998,693.36
4349,22,5863,477,0.21,26,0,48262,0,0,100.17,1231.23
4350,50,8154,786,0.17,16,1,32299,0,0,133.62,1386.18
4351,43,5400,546,0.11,19,4,17672,0,0,60.06,594.0
4352,37,10226,553,0.57,30,1,136319,0,0,315.21,5828.82
4353,62,6542,799,0.56,25,1,3543,0,0,447.44000000000005,3663.5200000000004
4354,62,5523,840,0.13,30,3,94621,0,0,109.2,717.99
4355,28,3763,651,0.19,34,1,71320,0,0,123.69,714.97
4356,35,5291,811,0.17,8,3,13695,0,0,137.87,899.47
4357,50,4488,312,0.24,4,1,66957,0,0,74.88,1077.12
4358,40,12892,450,0.2,7,3,14910,0,1,90.0,2578.4
4359,40,3558,349,0.57,20,4,137912,0,1,198.92999999999998,2028.0599999999997
4360,23,6690,514,0.14,15,4,32812,0,0,71.96000000000001,936.6000000000001
4361,62,8121,671,0.21,15,1,5568,0,0,140.91,1705.4099999999999
4362,36,4276,412,0.14,17,2,127711,1,0,57.68000000000001,598.6400000000001
4363,24,14198,551,0.59,27,4,129568,0,0,325.09,8376.82
4364,32,6439,640,0.56,17,0,79154,2,1,358.40000000000003,3605.84
4365,51,3103,352,0.46,13,0,12804,2,1,161.92000000000002,1427.38
4366,61,9520,429,0.31,36,3,66074,1,1,132.99,2951.2
4367,39,11611,492,0.2,39,2,65800,1,1,98.4,2322.2000000000003
4368,23,7409,356,0.21,15,3,136850,0,0,74.75999999999999,1555.8899999999999
4369,53,11670,396,0.32,20,1,129543,0,0,126.72,3734.4
4370,29,14106,497,0.48,0,4,64982,0,1,238.56,6770.88
4371,43,13934,446,0.23,10,2,101754,0,0,102.58,3204.82
4372,27,9869,594,0.26,10,3,148543,0,0,154.44,2565.94
4373,33,4956,311,0.4,1,3,35397,0,1,124.4,1982.4
4374,61,9710,632,0.22,31,0,28853,1,0,139.04,2136.2
4375,57,8017,519,0.39,18,1,110810,0,0,202.41,3126.63
4376,36,11574,697,0.29,4,3,85865,0,0,202.13,3356.4599999999996
4377,49,12766,641,0.12,2,0,136928,0,0,76.92,1531.9199999999998
4378,39,5384,811,0.3,27,2,60730,3,0,243.29999999999998,1615.2
4379,23,11761,471,0.56,25,3,102997,0,0,263.76000000000005,6586.160000000001
4380,34,12086,767,0.25,22,0,31356,0,0,191.75,3021.5
4381,36,12435,465,0.26,29,1,55914,3,1,120.9,3233.1
4382,41,12058,469,0.13,7,4,33061,0,0,60.97,1567.54
4383,50,2028,811,0.41,35,2,29831,2,0,332.51,831.4799999999999
4384,63,10897,488,0.52,28,3,6501,2,1,253.76000000000002,5666.4400000000005
4385,50,11212,419,0.28,12,0,123092,0,0,117.32000000000001,3139.36
4386,24,12255,404,0.22,24,3,124297,0,0,88.88,2696.1
4387,40,11638,340,0.58,21,4,100141,0,0,197.2,6750.04
4388,24,9756,620,0.47,32,3,149617,0,0,291.4,4585.32
4389,35,8948,634,0.38,36,3,61112,3,0,240.92000000000002,3400.2400000000002
4390,61,13856,459,0.25,6,0,142532,0,0,114.75,3464.0
4391,25,13179,563,0.21,22,4,64457,2,0,118.22999999999999,2767.5899999999997
4392,32,7755,829,0.46,5,2,32335,0,0,381.34000000000003,3567.3
4393,52,5602,776,0.36,14,0,81495,3,0,279.36,2016.72
4394,64,7062,651,0.36,14,4,10528,0,0,234.35999999999999,2542.3199999999997
4395,53,13877,844,0.14,39,4,85271,0,0,118.16000000000001,1942.7800000000002
4396,48,10071,509,0.36,33,3,77760,0,0,183.23999999999998,3625.56
4397,51,9244,795,0.51,13,1,113120,0,0,405.45,4714.4400000000005
4398,64,8372,681,0.57,28,1,39733,0,0,388.16999999999996,4772.04
4399,23,9105,780,0.15,15,2,122204,0,1,117.0,1365.75
4400,30,13560,304,0.42,28,3,14507,0,0,127.67999999999999,5695.2
4401,49,5581,333,0.38,22,1,149252,0,0,126.54,2120.78
4402,52,4762,444,0.55,9,0,73960,0,1,244.20000000000002,2619.1000000000004
4403,55,14229,650,0.48,3,2,7507,1,1,312.0,6829.92
4404,36,2572,764,0.58,11,3,37533,0,0,443.11999999999995,1491.76
4405,46,9705,647,0.58,33,0,4320,1,1,375.26,5628.9
4406,57,14280,424,0.21,3,1,77367,2,1,89.03999999999999,2998.7999999999997
4407,29,2614,570,0.46,19,1,122362,1,0,262.2,1202.44
4408,30,6050,656,0.37,27,1,22654,0,0,242.72,2238.5
4409,58,2325,826,0.21,27,1,77121,0,0,173.45999999999998,488.25
4410,60,5740,797,0.2,5,4,65947,0,0,159.4,1148.0
4411,53,2358,452,0.14,13,2,92641,0,0,63.28000000000001,330.12
4412,38,5777,352,0.5,34,2,103838,0,0,176.0,2888.5
4413,56,7906,448,0.26,0,1,81203,0,1,116.48,2055.56
4414,58,12563,802,0.53,18,2,147152,0,0,425.06,6658.39
4415,40,3721,749,0.4,0,0,50848,0,0,299.6,1488.4
4416,50,3349,518,0.44,12,0,33618,1,1,227.92,1473.56
4417,28,5696,576,0.25,7,2,49357,0,0,144.0,1424.0
4418,49,5896,751,0.33,17,1,7034,0,0,247.83,1945.68
4419,30,6260,727,0.31,34,3,74887,0,0,225.37,1940.6
4420,49,11788,382,0.22,22,1,95881,0,0,84.04,2593.36
4421,27,11819,517,0.52,25,4,77995,0,0,268.84000000000003,6145.88
4422,50,8941,826,0.41,37,3,144027,0,0,338.65999999999997,3665.81
4423,38,12694,703,0.12,19,4,118026,0,0,84.36,1523.28
4424,37,5808,589,0.51,1,2,17728,0,0,300.39,2962.08
4425,44,7246,719,0.15,25,4,23349,0,0,107.85,1086.8999999999999
4426,52,10384,638,0.3,35,2,133447,0,1,191.4,3115.2
4427,24,12866,718,0.39,24,4,123432,0,1,280.02,5017.74
4428,42,5845,506,0.1,29,3,865,1,1,50.6,584.5
4429,47,4577,564,0.43,17,4,83517,0,0,242.52,1968.11
4430,57,2091,335,0.43,6,1,117626,0,0,144.05,899.13
4431,63,6234,672,0.43,26,2,98893,0,0,288.96,2680.62
4432,58,10672,787,0.18,10,0,27099,0,0,141.66,1920.96
4433,43,8592,558,0.23,36,4,109892,3,0,128.34,1976.16
4434,63,13108,830,0.22,7,2,140467,0,0,182.6,2883.76
4435,33,14627,322,0.58,10,0,122600,0,0,186.76,8483.66
4436,63,10128,403,0.13,23,2,128785,0,0,52.39,1316.64
4437,34,3075,540,0.31,29,2,124579,2,0,167.4,953.25
4438,32,4513,552,0.54,29,0,93493,2,0,298.08000000000004,2437.02
4439,37,10168,441,0.48,14,0,105868,1,0,211.67999999999998,4880.639999999999
4440,29,8861,750,0.51,34,3,29967,0,0,382.5,4519.11
4441,61,10990,606,0.59,38,4,126140,2,1,357.53999999999996,6484.099999999999
4442,61,14762,799,0.29,23,4,110541,0,0,231.70999999999998,4280.98
4443,23,14141,307,0.25,7,2,123205,0,0,76.75,3535.25
4444,51,2604,368,0.12,19,1,6386,2,1,44.16,312.47999999999996
4445,51,4979,367,0.18,25,1,111399,1,0,66.06,896.2199999999999
4446,33,9140,707,0.38,23,2,135321,0,0,268.66,3473.2
4447,31,9065,817,0.18,21,3,104252,1,1,147.06,1631.7
4448,32,6916,418,0.47,4,0,106060,0,0,196.45999999999998,3250.52
4449,36,8800,330,0.12,14,2,67981,0,1,39.6,1056.0
4450,37,2597,817,0.23,35,4,105084,1,0,187.91,597.3100000000001
4451,38,11724,782,0.45,36,1,18182,0,0,351.90000000000003,5275.8
4452,47,9320,506,0.23,28,1,111191,0,0,116.38000000000001,2143.6
4453,23,10705,686,0.46,14,1,10963,0,0,315.56,4924.3
4454,33,7622,711,0.6,26,3,7084,0,0,426.59999999999997,4573.2
4455,47,3877,669,0.5,7,4,127281,0,0,334.5,1938.5
4456,44,14164,652,0.27,28,3,55289,0,0,176.04000000000002,3824.28
4457,39,14035,635,0.55,18,0,93139,2,1,349.25,7719.250000000001
4458,53,3699,588,0.13,30,2,104955,0,0,76.44,480.87
4459,59,11221,439,0.46,8,2,49530,0,1,201.94,5161.66
4460,24,14787,599,0.11,9,1,67104,3,1,65.89,1626.57
4461,59,7780,312,0.19,36,1,127752,0,0,59.28,1478.2
4462,24,2716,727,0.59,9,0,140304,0,0,428.92999999999995,1602.4399999999998
4463,51,6086,699,0.28,32,3,35186,0,0,195.72000000000003,1704.0800000000002
4464,22,2665,408,0.51,24,4,103751,0,0,208.08,1359.15
4465,51,9846,784,0.29,3,0,14562,1,0,227.35999999999999,2855.3399999999997
4466,53,8611,655,0.52,4,2,22423,0,0,340.6,4477.72
4467,49,12400,448,0.58,22,2,18267,0,1,259.84,7191.999999999999
4468,42,3079,606,0.32,38,3,10167,0,0,193.92000000000002,985.28
4469,34,10419,832,0.38,4,0,62087,0,0,316.16,3959.2200000000003
4470,48,10340,359,0.41,7,4,3326,1,1,147.19,4239.4
4471,57,3069,734,0.57,16,0,113676,0,0,418.37999999999994,1749.33
4472,28,7263,320,0.23,0,0,101223,0,0,73.60000000000001,1670.49
4473,43,9951,681,0.41,11,3,36838,1,0,279.21,4079.91
4474,31,14919,544,0.26,34,4,75894,0,0,141.44,3878.94
4475,60,3363,372,0.21,13,2,115212,2,0,78.11999999999999,706.23
4476,36,6508,748,0.14,17,1,31755,0,0,104.72000000000001,911.1200000000001
4477,36,3755,375,0.41,9,4,100509,0,0,153.75,1539.55
4478,25,2519,689,0.54,14,2,18954,0,0,372.06,1360.26
4479,53,7463,641,0.28,32,3,84911,1,0,179.48000000000002,2089.6400000000003
4480,44,13736,589,0.38,18,4,36015,1,0,223.82,5219.68
4481,27,12514,630,0.42,33,4,77889,1,0,264.59999999999997,5255.88
4482,45,9233,558,0.31,24,2,28837,0,0,172.98,2862.23
4483,41,3102,725,0.55,15,2,139073,0,0,398.75000000000006,1706.1000000000001
4484,58,2597,305,0.28,7,0,83194,0,0,85.4,727.1600000000001
4485,41,5273,305,0.16,34,0,10101,1,1,48.800000000000004,843.6800000000001
4486,33,14241,490,0.17,20,4,120904,0,0,83.30000000000001,2420.9700000000003
4487,54,7781,447,0.55,18,1,98638,0,1,245.85000000000002,4279.55
4488,49,12797,704,0.59,10,3,122700,0,0,415.35999999999996,7550.23
4489,29,8256,557,0.24,10,2,103174,0,0,133.68,1981.4399999999998
4490,22,9258,778,0.17,10,0,131118,0,0,132.26000000000002,1573.8600000000001
4491,58,12380,389,0.34,21,3,59589,0,1,132.26000000000002,4209.200000000001
4492,43,10780,309,0.45,20,4,37996,0,0,139.05,4851.0
4493,27,8554,386,0.41,26,2,41027,0,0,158.26,3507.14
4494,42,14664,450,0.58,17,2,21285,1,1,261.0,8505.119999999999
4495,53,11599,329,0.51,39,0,126834,0,0,167.79,5915.49
4496,56,10002,427,0.53,37,1,70400,2,1,226.31,5301.06
4497,36,6846,377,0.37,29,2,80225,2,0,139.49,2533.02
4498,26,14914,720,0.26,32,1,10137,0,0,187.20000000000002,3877.6400000000003
4499,27,13582,354,0.45,20,3,136592,0,0,159.3,6111.900000000001
4500,46,13632,779,0.32,1,2,100217,0,0,249.28,4362.24
4501,61,11821,604,0.24,12,2,9879,0,0,144.96,2837.04
4502,50,11186,845,0.18,1,1,11544,0,0,152.1,2013.48
4503,28,6798,404,0.36,30,0,90754,0,0,145.44,2447.2799999999997
4504,61,8605,471,0.4,9,4,72723,0,1,188.4,3442.0
4505,34,12251,798,0.38,22,3,124249,0,0,303.24,4655.38
4506,59,14764,321,0.16,21,2,139965,0,0,51.36,2362.2400000000002
4507,39,4986,586,0.38,28,0,133321,2,0,222.68,1894.68
4508,23,2400,690,0.18,32,2,41447,0,0,124.19999999999999,432.0
4509,29,4855,448,0.43,30,3,131078,0,0,192.64,2087.65
4510,32,12416,571,0.31,13,4,52932,0,0,177.01,3848.96
4511,54,5412,598,0.52,9,2,2796,0,0,310.96000000000004,2814.2400000000002
4512,59,2056,471,0.49,17,1,12726,0,1,230.79,1007.4399999999999
4513,48,10022,346,0.46,10,0,53403,0,1,159.16,4610.12
4514,41,3875,506,0.45,38,4,44893,0,0,227.70000000000002,1743.75
4515,33,6543,752,0.38,2,2,46307,0,0,285.76,2486.34
4516,64,6298,694,0.13,1,4,33584,0,0,90.22,818.74
4517,52,5768,600,0.43,7,1,87865,0,0,258.0,2480.24
4518,48,7752,475,0.33,30,2,136930,1,0,156.75,2558.1600000000003
4519,53,6833,409,0.33,7,4,64595,0,0,134.97,2254.8900000000003
4520,31,14489,501,0.29,1,2,52907,0,0,145.29,4201.8099999999995
4521,24,3353,467,0.56,21,2,106909,0,0,261.52000000000004,1877.6800000000003
4522,48,12602,385,0.22,4,4,100684,0,0,84.7,2772.44
4523,56,6987,350,0.26,6,2,51874,0,1,91.0,1816.6200000000001
4524,52,8597,411,0.58,19,1,74715,0,1,238.38,4986.259999999999
4525,36,6311,762,0.51,27,4,86362,3,1,388.62,3218.61
4526,37,12794,741,0.11,12,4,149478,0,0,81.51,1407.34
4527,34,4934,570,0.55,1,1,57301,0,0,313.5,2713.7000000000003
4528,56,2022,643,0.21,31,1,36897,0,0,135.03,424.62
4529,32,12394,482,0.45,25,1,134235,0,0,216.9,5577.3
4530,42,3209,802,0.38,2,2,43247,0,0,304.76,1219.42
4531,32,12488,309,0.37,12,2,69528,0,0,114.33,4620.5599999999995
4532,51,10940,793,0.46,20,3,83757,3,0,364.78000000000003,5032.400000000001
4533,56,2804,533,0.2,36,2,26584,0,0,106.60000000000001,560.8000000000001
4534,43,10325,597,0.18,22,1,128693,0,0,107.46,1858.5
4535,59,6416,543,0.43,6,3,59421,1,0,233.49,2758.88
4536,52,12629,808,0.25,16,1,100858,2,0,202.0,3157.25
4537,35,10625,650,0.59,27,0,15928,0,0,383.5,6268.75
4538,45,7141,566,0.33,29,4,127239,3,0,186.78,2356.53
4539,53,6968,500,0.16,4,0,5057,2,1,80.0,1114.88
4540,57,5671,538,0.44,23,1,18771,3,0,236.72,2495.2400000000002
4541,53,13928,633,0.25,6,2,122938,2,0,158.25,3482.0
4542,36,9292,714,0.17,33,4,104696,2,0,121.38000000000001,1579.64
4543,64,9001,783,0.31,32,2,126154,0,0,242.73,2790.31
4544,56,14231,736,0.58,26,2,74332,1,1,426.88,8253.98
4545,24,4098,545,0.31,13,4,75595,0,0,168.95,1270.3799999999999
4546,37,13109,307,0.27,18,4,129898,0,0,82.89,3539.4300000000003
4547,26,10444,451,0.32,37,0,15483,0,0,144.32,3342.08
4548,42,7061,691,0.11,11,1,8992,3,0,76.01,776.71
4549,31,11321,510,0.17,2,2,27880,0,0,86.7,1924.5700000000002
4550,40,5264,666,0.52,6,1,119901,1,0,346.32,2737.28
4551,46,7435,385,0.59,34,1,94357,0,1,227.14999999999998,4386.65
4552,25,10493,354,0.18,24,3,119578,0,0,63.72,1888.74
4553,50,8691,745,0.37,14,0,45181,0,0,275.65,3215.67
4554,40,12169,603,0.58,18,2,97005,0,0,349.73999999999995,7058.0199999999995
4555,64,4763,431,0.18,18,4,13195,3,1,77.58,857.3399999999999
4556,23,6005,720,0.19,22,4,26734,0,0,136.8,1140.95
4557,31,5241,684,0.56,10,1,134849,0,0,383.04,2934.9600000000005
4558,64,5057,497,0.45,20,0,47973,0,1,223.65,2275.65
4559,46,2550,346,0.18,33,0,91184,2,1,62.28,459.0
4560,41,7574,502,0.3,38,2,59898,1,0,150.6,2272.2
4561,40,7411,560,0.13,6,2,38032,0,0,72.8,963.4300000000001
4562,44,3587,323,0.32,26,1,74669,0,0,103.36,1147.84
4563,45,12014,639,0.49,22,1,121648,0,0,313.11,5886.86
4564,32,7920,711,0.38,37,1,122893,0,0,270.18,3009.6
4565,55,7260,560,0.42,19,3,65920,0,0,235.2,3049.2
4566,49,13409,585,0.26,26,0,103974,3,0,152.1,3486.34
4567,26,13688,812,0.18,7,1,87751,1,1,146.16,2463.8399999999997
4568,26,6409,385,0.11,36,0,56863,0,0,42.35,704.99
4569,42,14471,729,0.51,2,4,84455,3,1,371.79,7380.21
4570,33,7783,330,0.42,1,4,40391,0,0,138.6,3268.8599999999997
4571,25,2712,739,0.21,21,0,99433,0,0,155.19,569.52
4572,63,12367,648,0.31,5,4,24575,0,0,200.88,3833.77
4573,41,7406,711,0.5,38,4,53703,0,0,355.5,3703.0
4574,59,9990,827,0.37,39,4,19450,0,0,305.99,3696.3
4575,46,9420,609,0.25,35,2,73391,0,0,152.25,2355.0
4576,35,14264,695,0.23,23,2,98957,1,0,159.85,3280.7200000000003
4577,32,14041,637,0.21,11,0,79839,2,0,133.76999999999998,2948.6099999999997
4578,53,8843,736,0.51,16,0,23619,0,0,375.36,4509.93
4579,32,4433,664,0.39,21,3,66876,0,0,258.96000000000004,1728.8700000000001
4580,39,5301,412,0.45,18,2,69795,0,0,185.4,2385.4500000000003
4581,48,2270,475,0.53,8,0,84509,0,1,251.75,1203.1000000000001
4582,39,11986,448,0.59,11,2,141952,1,0,264.32,7071.74
4583,44,12654,477,0.22,31,3,139833,0,0,104.94,2783.88
4584,32,14485,681,0.19,30,0,28612,0,0,129.39000000000001,2752.15
4585,42,13586,522,0.33,16,0,18503,0,0,172.26000000000002,4483.38
4586,26,3079,558,0.12,22,0,128912,3,0,66.96,369.47999999999996
4587,44,13070,488,0.5,9,0,43083,0,1,244.0,6535.0
4588,62,7322,605,0.54,29,1,42649,2,1,326.70000000000005,3953.88
4589,46,14915,677,0.44,18,2,95185,0,0,297.88,6562.6
4590,62,10795,642,0.23,25,2,48819,0,0,147.66,2482.85
4591,31,7257,455,0.16,25,2,70949,0,0,72.8,1161.1200000000001
4592,43,9982,354,0.29,10,3,113451,2,0,102.66,2894.7799999999997
4593,40,11777,741,0.52,19,1,108015,0,0,385.32,6124.04
4594,22,13249,499,0.27,3,2,25556,0,1,134.73000000000002,3577.23
4595,28,8214,702,0.12,11,2,8561,0,0,84.24,985.68
4596,25,7006,476,0.24,24,0,70463,0,1,114.24,1681.4399999999998
4597,22,5985,748,0.59,9,0,89007,2,1,441.32,3531.1499999999996
4598,36,14881,840,0.44,21,0,78539,1,0,369.6,6547.64
4599,61,11587,600,0.55,6,2,80036,1,1,330.0,6372.85
4600,33,13880,606,0.49,23,0,122612,0,0,296.94,6801.2
4601,43,10791,566,0.37,1,2,79826,0,0,209.42,3992.67
4602,43,10705,513,0.17,31,3,84304,3,0,87.21000000000001,1819.8500000000001
4603,38,7991,782,0.27,20,3,31969,1,0,211.14000000000001,2157.57
4604,50,8227,561,0.39,6,4,123363,0,0,218.79000000000002,3208.53
4605,35,11258,366,0.54,7,1,45401,0,1,197.64000000000001,6079.320000000001
4606,41,9833,432,0.23,37,0,113668,1,0,99.36,2261.59
4607,54,4886,839,0.16,20,0,114650,0,0,134.24,781.76
4608,64,4653,811,0.38,7,1,47469,0,0,308.18,1768.14
4609,36,11280,510,0.19,24,1,117596,0,0,96.9,2143.2
4610,33,14577,552,0.41,27,4,47431,2,0,226.32,5976.57
4611,61,6864,337,0.23,27,1,29011,0,0,77.51,1578.72
4612,41,4514,342,0.22,30,2,124076,0,0,75.24,993.08
